x1,x2,x3,y
0.06540753383746413,-0.006167797001283359,-0.7059375280944854,0
0.8290714501939301,-0.1232455327748504,1.8706467338956851,1
0.49199851673061434,1.178563477407475,-0.22377939548713202,0
0.02590280364439792,-0.8955670967079934,-1.2554136776098617,0
-0.38387236066006897,-1.3563894168823114,-0.9886082329066286,0
-0.5958177155207136,1.319872389079579,-0.04754525316552911,1
0.26367327314068567,-1.873882013127188,0.26251181816545893,0
-0.6502862618092377,-0.4347145591718128,0.4002925206826807,0
1.0819785843766632,-0.9154076278143444,-0.7046116630918039,0
1.3072263616649555,0.22505541150790073,-0.9991650722604762,1
1.4027146606403076,0.006583593303836893,-0.5040485242735605,0
-2.0999324443013516,0.11623107399458606,0.34776507014576774,0
0.6802882046434748,0.01688510311836906,1.198773997237689,0
-0.796098366943307,-1.2634296747908296,-0.9387286781339709,1
1.6840115481402875,0.354757888155903,0.4388065100926146,1
0.7567887548455386,1.668893982667327,-1.7568112544341623,1
1.7057139410943893,-0.013789074216627365,0.2848364713724106,1
-0.2175036974567747,0.6068620893059157,-0.17025040401685965,1
-0.12757941081690455,0.0010037492926425562,-0.9887227885107857,1
-0.4432995675501449,-1.550897489321735,-0.5177277860226012,0
1.4514703296821183,-0.023351422731757252,0.6954726660334721,0
-1.0975678826400785,0.32367585561042955,1.282551217791303,0
-0.9534843351917194,0.22047109002061774,1.705658447592876,0
-1.3829675271954696,1.7797885916237863,-0.44446339525459067,1
-1.557611126922537,-0.8446358765003013,1.2858620730104717,0
1.5862122094759976,-1.0378914919455065,-0.5156689575632931,0
0.6425337698693306,0.16953258729721574,1.1521510839711242,1
-0.291962036238946,0.8698593141678459,0.3724055491746656,1
0.9583822509480405,-0.15874553945409292,0.9569069274892144,1
0.17926801792322614,0.2839098949905834,0.6584812177725621,1
1.507913004581999,1.2427433027768606,0.5807248565093067,1
-1.193880185201726,1.885985486155193,-1.7401362308707657,1
1.23359578719344,0.8776156140502793,-0.17209101487692197,0
-1.5430229617190292,-0.46820546819033826,0.003338643268130442,0
-0.7199628760711806,1.8738791643376675,1.0569047333396555,0
0.5585397472065464,0.11681204112167785,1.4785298522249615,1
0.4456797376919939,-0.9719535404980332,1.0412972155402294,0
-0.8315062338391486,-0.9927883012323375,0.4923100841863946,0
0.3162419180557409,0.9114495707446004,-0.8937196739906801,1
1.0955343210921284,-0.16669797358254274,0.33305430768397615,0
0.09787809948996232,0.08793933498242491,-0.3625826163187749,1
-1.2086884665823123,-0.5195074232888822,-0.3970062696401684,0
-0.010931757443618325,-0.5342631321545663,-0.6543513914206879,1
0.34447565180917156,-0.6154955854089931,-0.19579959594343585,1
-0.3058007043785665,0.3825481888522753,-0.7275827966547009,1
-1.0680928750139937,0.9586215331040351,1.1164356039820953,0
0.7388341862668139,0.028256440148503724,0.9261319712159016,1
-1.0720372159230311,-2.80977076636989,-0.9340639443992039,0
0.07270694968066482,-0.16949093938097357,0.132737283679574,1
1.1766211916850187,-0.556992871286229,-1.629652009791889,0
-0.9029759346626155,-1.9771081370356598,-1.215088826948404,0
-0.4254881054156603,-1.8874070890244776,2.1541420698538842,0
2.801836929126945,-0.6932952949263494,-1.34207112321886,0
1.2491310780840181,0.5461736948324564,-2.177919503012179,0
-0.47163773394166336,0.020684709941515788,-0.1435171048664119,0
0.26815541849498903,-0.4744726925246923,1.4577576215674106,1
0.8891152284018009,1.5500138961273133,-0.20831146312960366,0
-0.07842935687109126,-1.1990542225765342,0.055835695864821816,1
-0.9434530675247931,-1.1597420674134846,0.5954607664626618,0
0.636208469612534,-1.4657728902360185,-0.6594520643238349,0
0.5385622505990979,1.1558103514272773,0.07626213212552899,1
0.34784479494716986,-0.2827440837366376,-0.0424604996684864,1
0.7092337195488148,-0.5863456924874039,0.3740988973142005,0
0.974124244786702,-0.3839760233488293,1.1601345208191616,0
-0.6050104344104962,0.16376002639169562,-0.004182919595336731,1
-1.324295354838797,-0.6586007016870473,-1.025831389011903,0
-2.316256202088972,1.4812961118027999,-1.7622872765414352,1
-0.005135510553686582,-0.12099942350997284,-0.9558698912318749,1
2.8413907213449363,0.17898012714198813,-0.9173694834051652,0
0.5944893477688288,0.6634547742554092,-0.27614235993194003,1
-0.39145482119681885,0.8138907871287414,1.3470067946856124,0
0.6830645568922766,3.123039230772712,-0.4333397315360811,1
-0.4675137355389618,-0.9949629988930326,1.025192824122616,0
1.452822667570872,0.03258253615196262,1.705410454755657,1
-1.4117846770000175,1.0640521857209904,-0.49756561787278963,1
1.77489692993629,0.7886737393398934,2.191251842773747,1
2.359276866152196,0.06171658607723914,0.04736132372987375,1
-1.5124421373664823,1.643053236421391,0.35355451931977133,1
-0.13960811867088194,0.012356061891421691,-1.6745033781696754,1
1.0443226222817406,0.7090759468223703,0.9791781473644279,1
1.0873832505274559,-1.1668172015182317,0.08328830647993847,1
-0.6661442454875275,-0.08829452232931334,0.9829996493728399,0
1.2701856458753276,0.9264735088047027,1.6066924236739222,1
-0.05041600925419884,2.6891421026396913,0.2789756635171064,1
-0.10209448516625404,-0.8908691197928165,0.5933371459122059,0
0.28911962593731083,-0.7220251729611338,0.49801486889008795,0
