asset1_return,asset2_return
-0.0011233468550987604,-0.0023600260266559035
-0.004333865040651288,0.00041793588882412447
-0.007810014877685725,-0.002881267905440325
-0.006225793629058582,0.01211983380130445
0.009109286001157995,0.015559095284357342
0.0039318246608571715,-0.004959621932302715
-0.005638331892502278,0.00011773807076330639
-0.01452591120107134,-0.011208609786984939
-0.009940920096159772,0.005187706954977393
0.007406781185220502,0.010926087388150749
0.006938048983770276,-0.004604434364248645
0.0007612548438608811,-0.004357318556437585
-0.0019695921027842885,-0.005796361873676245
0.015383458759208482,-5.137590085337691e-05
0.013203504841977498,0.0033503783276830285
0.0002606016023648351,0.011487312465670875
0.0010090670014858798,-0.01234911142051925
-0.018098436989545698,-0.007695413366644004
-0.00944069629750612,-0.0029507484876042257
-0.009466219100586315,-0.00044610053494600584
-0.006680887519864091,0.0075901543560125745
0.008137001366839113,0.0026814531381598315
0.006362872785641,0.006654747574201233
0.007532090946832533,0.011070740080914075
-0.0024433923046799123,-0.01704874141852239
0.004856889071032724,-0.003196227476413976
-0.02105193364350553,0.00013768535638435532
-0.0010609108726395895,0.012314667559103907
-0.00044713350887326303,-0.008309019205796447
0.005843418651205704,-0.0030691357831057102
-0.010151570852518624,0.013520421142953362
0.0011451208303247676,0.008577722533896855
-0.005738893910914043,-0.013503918974594858
0.006732546671347905,0.007639243562953088
0.0034413968472490814,-0.001742987141770699
-0.004183840512836135,-0.01713413897229338
0.0032170186920666495,0.007130761550200248
-0.006040016243283808,-0.00501995980779252
0.02677810632330287,-0.002778621917207476
-0.0018009824330107197,0.006175195746454482
0.008218164128592862,0.020181522997890593
-0.00945722354280979,-0.00436090962033192
0.002329494360808248,-0.0032302584299978136
-0.017593316658203382,-0.0034709195303873007
-0.00923528041610064,0.007807743069517755
0.01585585751178042,0.0027305619957273606
-0.010772603797255973,-0.004649170238796223
0.011094658342036687,0.021299935561110324
-0.0013710440650867633,0.00979235338910403
-0.011260365283009156,-0.00891600485759823
-0.008825012745334785,0.013519729924177385
0.005943732397920174,-0.0019650654416115184
0.010606963999139142,-0.00488707539047693
0.006405740655370248,-0.0022477614390729707
0.010071973142978127,0.0087279537870673
0.0012450208293788459,0.02209307967084601
-0.006360630878338441,-0.006102457794349799
-0.0030474926299454193,0.01108362368433053
-0.005861863887828911,0.005809325977586985
-0.007500489070090134,-0.002898768001708557
-0.006473530554362358,0.0050902928841932175
0.001684391438824363,0.004922366497803088
-0.002403503572026633,-0.025039731151541872
0.026881697365303756,0.007136922136291177
-0.002569377548877123,-0.0017711506843059825
0.004794818723430817,1.7514018415101308e-05
0.007123110914546294,0.019615204270958364
-0.015331987255565852,-0.026445406437456246
0.011825415155633708,0.013993923509370565
-0.008626426198847115,0.013387097013318828
-5.824770503411647e-05,0.015151713510636336
0.010102728332660306,-0.00034412732314401324
0.0030999753778509494,0.010540628881664904
-0.0076190027844722525,-0.027786491832609655
-0.0016860884932951002,0.0023417437736234807
-0.01792328219439738,-0.004721254947693125
0.007892246720414846,-0.0021798904779902033
0.017210605268371156,0.004863272811257238
0.003711950375571172,-0.01312626971543011
0.007721370181208265,-0.004917841249529718
0.0005675284363099548,-0.0032312314954751962
0.009822009030837032,0.010905741465466067
-0.0008247733732599005,-0.009489824401553399
-0.0019483160812868812,0.00903528568131656
0.0034241369961571758,-0.009257090198515373
0.011844391198986406,0.019989579030161138
0.011353181151015978,-0.0022939194541741754
0.02092588857290635,0.0019912830482774584
-0.006531309743184733,-0.006649493576116172
-0.01588380066778901,-0.009723159981899071
0.007179924814347158,-0.015704594575023417
-0.011520368712619836,0.002030884451214232
0.007023855855675678,0.0025798634081493337
0.005626952971913022,0.007107588867187965
-0.004936861982798323,0.014713074175477198
0.00018933006479205793,-0.006018045845728526
0.0006590109233061296,0.0033940467671889634
-0.001517347092119066,0.00797770339278719
0.010384078695621666,-0.0005054673814906258
0.012776983877660995,0.00422584949485785
