temperature,humidity,weekend,consumption_kwh,high_demand_alert
4.603617675074636,51.56401665385255,0,29.87130494210513,1
19.701509615968114,36.818569336801005,1,36.50741268128528,0
38.23982669063214,71.42450689184469,1,55.855551234845336,1
14.998288353360092,68.13727481974254,0,30.44502416380888,0
9.340231812814505,56.64098283078722,0,37.439483118483835,0
6.048411681529187,48.6931463559138,0,25.755279536761556,0
31.432398040708765,59.658204315538185,0,35.77482440258874,0
4.482876995379739,58.583767757319656,1,45.38394991527016,1
11.989059299975171,43.750299771775644,0,28.138935804088607,0
33.934076683310884,62.326612924836574,0,35.78820607631306,0
1.2752916046159024,70.27274296802753,0,44.79631687377515,1
27.982305379230176,57.414942084278394,0,39.25935722181874,0
25.063323426767337,53.002659337559585,0,30.01211792032212,0
21.34592939566557,54.653249143624066,1,31.392855069775457,0
33.94787834133447,40.41190032226306,0,35.1305820516868,1
21.92166658891618,62.20617667668838,1,32.219264908042256,0
15.081085132628814,20.567313995708105,0,37.05129226034115,0
27.880742037524865,44.94469739590672,0,38.964443022309005,0
28.163937657850028,39.8127714152034,0,30.114101389962727,0
2.8638237268272126,37.02675640595896,1,38.516906544469734,1
2.0133048805818365,40.45322924219368,0,42.71834915093079,1
31.838286763067458,44.277291997037324,0,36.59725149965405,0
19.543605121497663,61.47755403142157,0,24.834259815330036,0
11.826152253526026,50.5501002654539,0,29.592854130192112,0
22.63630396039318,85.22851231395266,0,38.525227116924015,0
34.889460354071346,33.694969780193134,0,39.8438781180929,0
11.492535382446851,88.48681953773466,0,28.615169400856715,0
33.98760636857978,34.055392295537054,0,33.703904348285164,0
32.30823781060174,38.177617796196294,0,37.546876588852115,0
0.5807377029837912,28.581792291566146,0,44.302560718220036,1
39.57944592689706,85.405008356431,0,62.67118031961723,1
24.462455678593052,26.802331402454335,1,31.192440676342162,0
26.00701553152973,60.77221455557731,0,27.877442308803946,1
8.646079873007944,52.29562536524188,0,40.17936531946805,0
8.734793096730584,38.763399400500035,1,36.303103501088856,1
39.20145046953988,21.780517738940837,1,64.50376319138697,1
34.560337678392685,49.153397660066226,0,39.22158515787004,0
7.214500019281775,60.05067935051321,0,38.73424516103459,1
9.183704774002909,79.6317292383363,1,39.74721531038878,0
10.363770723107857,33.075813935398756,0,25.520513878318166,0
1.9422624320696347,88.02480871555238,0,53.652273910067116,1
12.437144461759267,31.223317665727986,0,31.928887429425963,0
32.3705130535386,25.489901142011117,0,32.54941276646868,1
32.06482986636621,73.62778827889504,0,27.615161326899923,1
8.862636815639998,74.76667861611385,1,38.345429902881556,0
31.753946963697913,69.77055085698201,0,36.79202012954129,0
37.41879461081969,29.336696273457363,0,45.254633652914876,1
19.16224478722363,45.842044371978055,0,24.978987094431925,0
12.871978895280805,57.157576598554236,1,38.174773132454945,0
38.7652596886435,73.32843628135777,1,59.60319039020154,1
10.526137841888183,87.7590142021589,0,30.57231033379444,0
37.7470879945455,23.258563333418202,0,48.135718221857594,1
4.384689772242845,64.80638600221582,0,35.896155533877184,1
23.571763911475646,57.87190442298325,1,33.62366980493378,0
20.830518475380195,72.60634262876427,0,35.970138290481245,0
4.299004599905629,63.73158816136081,0,36.29845960217525,1
16.366096300105855,55.3852153259186,0,31.512366122469953,0
24.90094842316507,31.602999653541616,0,37.17143715035151,0
1.6355719624668197,37.9615020748722,0,40.110983782389944,1
24.80439612386645,76.89894210086729,0,30.852054435759932,0
9.49548959390977,36.43597132414316,0,29.62559118989354,0
28.154460400110572,54.078281995748156,1,34.96772668740581,1
27.462820091718527,78.32776355827122,1,37.55840625349132,0
29.865866505341515,58.03515111498215,0,33.79883726217646,0
20.252953069495064,46.42407972946507,0,24.76530012063784,0
31.416547958911107,31.53103128371982,0,35.11609801768801,0
0.36737563943055385,61.46426686470826,0,57.64929574696251,1
35.58431699662984,47.83905932974223,1,47.372886949927555,1
29.91767917357697,72.83572830971141,0,39.1528868274115,0
39.292881814414,66.93579071905775,1,63.9546054284095,1
14.038024361954493,24.13872798173619,0,23.703559559292795,0
10.50750045768675,59.38416588431715,0,36.57068500799179,0
34.50753906964305,21.99430834996356,0,30.006981499594904,1
10.783779560672748,42.90016649804881,0,28.222484894651565,0
15.139384360301168,44.307846883833996,1,28.833434514977448,0
15.352355580165158,75.70577698351408,0,30.961129766589526,0
9.532197949660182,28.766806547100852,0,33.32754034766003,1
3.381301550899658,52.09800543974528,0,34.90359722344086,1
9.375532031502058,26.28428225516813,0,21.18130710074433,0
24.083719305816935,82.20348920365758,1,39.51578968959714,0
25.559322467146316,75.98448742666659,1,34.428655197322726,1
5.01929108856082,31.39235270801453,1,40.16974089259588,1
35.51374293460863,51.43217488959014,0,47.298682531458375,1
3.6753871132598848,86.46368832832012,0,31.125889721339007,1
28.301398445892417,46.58614546518507,0,31.428515994225386,0
16.716784517904102,86.55410391081108,1,37.6602214565538,1
19.435935500593185,24.231428885354333,0,30.845616197398726,0
29.75778542855381,20.01900349613547,0,25.702725306391443,0
21.363513710992986,62.563505622897424,0,25.993582266012346,0
13.66503348520942,64.72540027034265,0,27.47127653693101,1
22.725094352401904,71.71950895526813,0,29.393260213539342,0
22.963582299003264,65.25400630938688,0,28.248184188058605,0
31.7343783238139,67.33535955026102,0,37.28498971432813,1
13.663721045107673,25.34038612185434,0,29.93573690837015,0
31.18832196398047,78.00822722311933,0,39.8212730306262,0
21.99396142224134,68.53377580032009,0,35.787819100459146,0
24.510587337476025,65.84454827303095,0,27.3997072322466,0
33.80058191380385,76.21547572912253,1,41.106017966832916,0
16.06679075945302,86.9420477761193,1,35.44814392006485,0
23.82989788394259,40.59718834107356,0,24.34256686013641,0
13.02884725591607,73.01470058932284,1,27.017259754328435,0
22.057722828774683,39.28470793299883,1,30.236444992634183,0
0.31538924542307445,53.94077614553461,1,52.313788787918085,1
2.9473477338827525,83.13620419312704,0,43.8405135988303,1
19.02569140670096,62.68116642018108,0,31.693957233997068,0
11.410051368294925,26.520550938732555,0,32.881460240918,0
2.3687082248549407,57.0357566607015,0,48.54161439656095,1
33.44208418556321,88.89717121863808,0,30.206287059574844,1
0.064097091827513,71.19328337432832,0,46.71706125079194,1
0.3302227107015243,76.88854340308208,1,52.70253901431803,1
36.882343212702004,27.33073470826495,0,49.80435005531772,1
37.411726918114546,44.51898460472727,1,46.27374587869358,1
15.467244189928863,25.24738604676459,0,27.34687518040246,0
30.19057311489029,39.93351436675529,1,35.14769609945508,0
7.823216068209544,25.56220744597101,1,38.84050213059694,1
38.785508012479646,40.488200583014475,1,65.11391238303861,1
4.634131147192151,22.068646243512333,1,42.78052785421449,1
25.528877961423003,25.319666160479475,1,27.887187176835152,0
5.436906167271083,50.707300272571146,0,38.76179465358077,1
19.34736668158033,41.80250784840465,0,23.542102890995764,0
9.013852060424746,39.349917795076664,1,34.18843539801171,0
8.209758128573622,64.5129213944577,1,40.51780942642251,0
33.87493993954656,35.21011747396406,0,40.27010629155615,1
14.344194111354224,87.83891447460675,0,25.250423098726355,0
9.106779179072003,61.90879953895141,1,38.867746351605625,0
3.682133277835109,24.686762855167373,1,44.43199608439795,1
29.962872354097343,21.88209688262675,0,36.48533181215741,0
15.147440515754553,60.07791221576947,0,23.675424282452664,0
6.614851721229211,71.03719097763658,0,33.42744753589058,1
39.78751421783578,59.414341057834285,0,67.41441487548339,1
29.004315077788437,25.904504362519944,1,31.800325956572678,0
28.1704489622612,49.38138577687339,0,33.0772826902884,0
3.596730640840393,31.61525662199312,0,37.80003455303169,1
17.030054258238017,88.15880611680014,0,30.593183487101054,0
19.76078289969912,52.58312203234521,0,22.45670619324907,0
1.1383196175875243,43.08736055326869,0,36.9253199328455,0
22.259664298689774,32.35846134585184,0,25.06343152797868,0
20.137402745342463,60.49996037522348,0,29.765031143337865,0
35.58476836853478,59.946996672227655,0,41.482535399001165,1
6.910862871538295,40.64638506111509,0,33.63995740131845,1
7.723349023589803,38.468755894540074,1,40.44543039472877,0
27.407428738119762,42.252606360131715,0,39.799575415647276,0
17.080364125774494,44.37164589918237,0,25.314909448191987,0
3.9362209112095803,20.48024049737617,0,35.70183604370887,1
24.454905721964245,29.97181342614976,1,33.75254197183935,0
